distance_from_center_mm,angle_degrees,etch_gas_flow,spin_coat_rpm,litho_overlay_error_nm,yield_pass
55.85,174.05,50.74,2067,0.213,1
78.05,247.19,51.32,1754,1.837,1
107.68,358.43,49.31,2000,2.302,1
117.3,326.21,37.7,2133,1.141,1
111.08,161.45,45.45,2010,2.6,1
94.65,319.47,50.03,1882,2.756,1
77.69,227.69,46.32,2203,1.513,1
65.52,190.05,60.41,2221,0.418,1
30.7,341.52,33.19,2120,2.09,1
76.36,314.12,50.96,2162,1.743,1
89.1,304.28,44.58,2158,2.269,0
145.4,115.41,44.53,1939,1.848,1
99.65,328.38,46.15,1778,2.441,1
40.14,20.58,52.84,2111,2.214,1
128.41,303.62,51.8,1976,1.186,1
96.09,96.0,47.78,1840,1.87,1
15.66,99.73,47.91,2058,2.165,1
80.99,73.85,53.91,2124,1.393,1
65.07,215.43,41.25,1845,1.507,1
17.14,219.9,46.5,1878,2.698,1
75.84,43.15,50.97,2070,1.547,1
28.94,70.44,52.47,2123,2.266,1
29.03,346.2,55.36,2007,2.251,1
68.57,160.12,54.53,1920,1.179,1
115.47,70.47,48.91,2102,1.799,1
149.09,39.71,54.38,2113,2.835,0
21.22,296.13,45.68,1950,1.404,0
17.11,130.9,49.06,1979,3.011,1
10.08,82.34,50.17,1641,2.181,1
134.6,225.67,47.6,2072,0.895,0
69.23,67.48,46.67,1912,0.78,1
1.99,137.35,45.64,1912,2.755,1
88.84,128.5,49.15,2168,3.026,1
34.64,29.6,46.69,2225,2.432,0
81.28,345.51,60.34,1965,1.621,1
84.49,336.91,56.73,1825,2.047,0
42.36,98.46,53.56,1995,1.836,1
89.61,334.61,53.42,1767,1.237,1
146.6,185.54,49.51,2028,2.305,0
104.18,205.71,51.53,1804,2.105,1
4.64,39.4,51.36,2096,2.7,1
120.61,125.94,46.86,1990,1.916,1
100.9,174.2,49.2,2054,2.864,1
113.99,324.7,46.29,1986,2.0,1
32.19,64.39,54.58,2055,2.509,1
20.25,220.51,41.77,1794,1.377,1
98.16,213.78,50.96,2024,1.098,1
122.64,290.06,51.08,2132,2.254,1
148.72,283.82,46.35,1962,2.763,1
137.85,298.07,45.3,1942,2.024,1
44.95,335.91,48.52,2066,1.923,1
33.16,45.81,45.97,2069,2.377,1
73.33,77.96,50.33,1839,2.194,1
116.51,252.25,47.59,2047,2.07,1
16.75,187.93,41.85,1932,2.375,1
38.51,325.55,47.98,1748,1.545,1
95.01,348.17,43.32,1916,1.428,1
112.14,19.7,58.69,1826,3.876,1
24.13,261.98,45.27,2118,3.693,1
1.51,116.17,54.56,1753,2.067,1
61.15,119.61,51.45,2203,1.586,0
6.39,127.09,53.64,1958,1.45,1
71.52,160.68,41.94,1988,3.089,1
81.19,295.39,42.86,2131,1.078,1
80.19,240.76,54.2,2057,0.807,1
76.17,59.14,49.13,2029,2.52,1
7.13,123.63,52.49,2064,1.905,1
126.83,53.9,47.52,2060,2.231,1
52.21,13.88,44.0,1949,0.935,1
139.1,250.14,53.3,2252,1.626,0
75.59,264.25,41.91,1903,1.884,1
123.65,3.54,49.45,2023,2.441,1
42.01,72.19,56.2,1825,2.106,1
110.78,284.25,53.51,2075,0.992,1
77.53,217.1,46.86,2133,2.126,1
24.97,37.28,46.99,2106,1.934,1
71.9,346.84,51.93,2121,2.601,1
61.23,9.79,52.29,1992,1.596,0
76.79,304.18,40.52,2120,2.492,1
82.67,166.27,41.72,2107,2.496,1
26.19,239.23,50.71,1896,3.189,1
118.8,339.8,55.27,2149,1.173,1
18.42,227.91,42.4,1888,2.964,1
38.08,291.34,43.52,2350,2.494,1
121.2,348.14,47.32,1969,2.127,1
126.14,75.95,44.9,1868,3.611,0
106.34,69.5,46.95,1975,2.233,1
37.77,154.24,53.7,2109,0.824,0
21.7,40.54,49.43,2004,1.805,1
101.48,340.79,45.06,1981,1.062,1
88.45,107.71,53.02,2000,2.434,1
46.41,304.01,50.92,2207,1.079,1
68.37,137.82,50.13,1934,2.938,1
94.21,25.63,50.3,1993,2.425,1
13.81,357.76,52.61,2048,2.191,1
60.25,251.1,50.52,2110,1.551,0
65.1,278.84,53.25,1772,1.515,1
16.45,143.25,38.47,2046,1.26,1
108.99,255.38,50.02,1872,3.117,1
78.21,270.83,51.85,1920,1.78,1
56.51,177.27,56.08,2130,2.07,1
7.82,117.56,53.0,1868,1.045,1
84.88,30.3,50.15,1844,1.847,1
61.88,239.62,45.12,1880,3.494,0
66.27,278.25,46.5,2101,2.614,1
145.66,175.27,46.95,1843,2.192,0
115.51,28.52,48.32,2111,0.0,1
72.66,265.72,46.02,2010,2.369,1
122.73,228.91,56.99,1710,1.946,0
45.29,96.32,47.01,1729,2.528,1
12.85,236.33,46.92,1902,1.117,1
100.13,316.79,54.52,2106,1.967,1
51.38,327.29,36.76,1729,1.367,1
38.2,174.27,47.49,2094,2.746,1
63.89,297.4,43.79,1877,1.856,1
32.3,27.01,46.82,1718,3.637,1
11.05,140.48,51.84,1956,2.277,1
81.09,321.01,55.68,2132,2.59,1
82.43,167.5,53.18,2095,2.016,1
10.49,213.08,60.73,2121,2.765,1
45.15,119.67,43.37,1948,1.258,1
34.85,81.14,54.66,2083,1.535,1
21.0,73.93,50.14,1982,3.219,1
85.8,150.18,47.97,1855,3.343,1
97.81,159.04,44.93,1883,1.935,1
100.11,17.76,52.56,1961,1.962,1
53.77,39.81,51.14,2043,3.125,1
72.52,43.38,44.57,1798,2.839,1
127.9,334.35,54.17,1962,1.763,1
18.71,128.98,53.47,1951,2.38,1
87.71,275.79,47.26,2337,0.602,1
11.88,53.02,46.76,1977,2.111,1
57.84,84.72,52.4,2060,1.895,1
122.03,96.4,51.37,1694,2.634,1
138.93,50.13,46.51,2109,2.577,0
146.72,320.27,52.25,2084,1.262,0
41.36,248.81,51.15,1817,2.128,1
121.63,201.15,51.47,2062,4.307,1
41.51,352.35,57.62,2038,2.739,1
105.09,319.35,51.3,1937,2.074,1
33.09,299.62,53.39,1981,2.674,1
114.1,232.61,50.21,1760,1.3,1
23.92,26.07,48.86,1992,1.939,1
79.36,224.82,44.29,2145,2.312,1
20.88,343.09,45.78,2060,2.477,1
98.97,355.66,43.82,2110,2.925,1
99.75,110.33,49.89,2071,2.485,1
137.45,51.05,57.51,2187,3.196,1
3.3,55.88,46.9,1937,1.455,1
113.56,244.45,49.63,2026,0.643,1
119.76,220.05,52.82,1994,2.375,1
67.16,302.62,53.43,2398,3.456,1
57.42,181.7,46.16,2014,0.451,1
11.64,76.37,44.22,2023,1.074,1
28.83,149.41,47.55,1965,2.204,1
11.71,191.62,49.64,1772,1.916,1
7.73,12.7,51.07,1940,1.878,1
13.49,66.75,49.83,2015,0.348,1
112.75,273.78,52.24,2094,2.217,1
34.45,0.6,52.17,2126,2.388,1
3.26,317.63,48.26,2018,0.885,1
78.49,245.45,51.07,2010,1.85,1
145.66,244.38,47.62,1929,2.84,0
61.83,342.11,40.25,1975,2.751,1
77.81,182.2,42.39,2125,2.188,1
34.22,290.17,60.62,1944,0.583,0
4.05,289.57,52.6,1843,2.021,1
83.49,32.05,58.73,1794,1.602,1
143.67,107.51,54.88,2362,1.573,0
144.18,160.5,44.84,1874,1.05,1
81.7,42.64,56.03,2032,2.52,1
76.07,200.17,43.7,2008,1.759,1
37.25,207.19,37.13,1987,1.848,1
52.73,100.95,52.65,2066,2.234,0
11.54,20.01,55.2,2063,1.553,0
126.67,118.2,55.7,2127,2.622,1
15.55,148.77,40.92,1935,1.735,1
144.14,55.69,48.8,2210,4.623,0
92.59,349.08,53.22,1751,1.649,1
129.08,109.49,44.85,1552,1.935,1
133.71,46.12,38.26,1827,1.2,1
75.81,222.94,49.2,2006,2.428,1
126.09,226.96,38.88,2136,2.361,1
97.26,114.25,52.37,1752,2.042,1
44.63,346.68,50.57,1711,1.007,1
77.88,44.89,50.26,2022,1.438,1
63.29,29.1,47.25,1996,1.427,1
7.39,110.99,51.33,2279,1.393,1
27.3,196.82,52.01,1943,0.644,1
105.39,131.45,52.17,2099,2.826,1
58.29,26.34,36.26,2166,1.499,1
33.46,253.97,45.21,1829,1.447,1
80.01,131.85,54.96,1762,2.426,1
93.67,342.81,48.06,2019,1.628,1
120.24,99.75,50.06,2071,2.417,1
131.17,323.53,42.18,1500,3.161,0
14.12,174.04,51.91,1875,2.859,1
32.05,63.82,46.3,2328,2.452,1
125.75,203.77,48.64,2211,3.011,1
148.95,186.3,58.32,2085,1.524,0
128.02,47.87,52.03,2051,2.594,1
101.16,90.83,40.93,2234,3.324,1
100.76,31.61,42.74,2008,1.778,1
21.65,128.41,48.58,2132,1.498,1
52.62,28.26,50.28,1755,3.182,1
114.2,84.93,49.13,2042,2.607,1
112.98,15.7,47.58,1904,2.24,1
137.34,42.84,47.72,1906,2.924,1
2.43,117.66,41.4,1664,1.593,1
51.11,344.15,58.35,1929,2.67,1
14.79,263.63,57.18,2177,3.777,1
136.89,106.7,48.41,1857,2.521,1
58.93,241.73,43.74,1780,2.355,1
94.34,175.68,41.61,2037,2.142,1
66.75,206.7,49.12,1968,2.349,1
2.96,66.61,59.39,2021,3.306,1
56.62,323.08,50.42,1917,2.703,0
142.65,59.72,56.62,2036,2.109,1
17.86,297.4,45.69,1979,2.417,1
70.49,201.56,43.68,1990,1.938,1
84.15,273.21,56.84,1886,1.729,1
25.94,1.68,46.65,1896,1.967,1
103.19,234.8,45.95,1969,0.271,1
50.74,199.72,58.76,2074,2.397,1
132.45,222.64,59.06,1914,1.232,1
74.57,52.72,48.94,1910,1.752,1
127.33,210.79,49.07,1851,1.971,0
82.82,292.19,53.75,2047,2.717,1
71.23,279.46,57.61,1758,2.369,1
37.46,64.6,50.9,2036,2.076,1
64.52,310.09,42.15,1793,1.551,1
66.48,19.0,48.92,2075,1.057,1
68.64,111.51,54.29,1934,1.48,1
96.56,325.6,46.28,1903,2.263,1
85.23,122.03,46.13,1950,1.635,1
78.31,251.09,50.33,2188,3.665,1
100.84,240.15,44.34,1984,1.532,1
107.14,126.07,47.12,2009,2.565,1
63.35,181.61,43.97,2069,1.501,1
15.87,335.58,51.82,2103,1.154,1
60.0,65.44,40.38,2081,2.509,1
89.58,38.67,53.54,2075,1.907,1
107.48,299.93,47.24,2139,2.164,0
89.94,74.77,47.37,1848,2.112,1
132.54,164.59,52.33,1868,2.158,1
69.09,154.71,50.56,1969,2.917,0
88.35,10.1,47.83,2002,1.456,1
148.03,204.06,51.13,2069,2.091,0
41.61,333.6,47.14,1906,2.088,1
31.72,62.66,47.38,1878,2.6,1
99.51,288.76,48.23,1896,1.954,1
92.75,59.44,43.75,1862,2.465,1
97.3,100.35,58.43,2061,2.529,1
41.84,187.58,55.4,2195,0.429,1
115.4,254.07,53.91,1839,3.126,1
83.27,351.46,60.11,1981,1.929,1
123.52,58.62,51.77,2052,1.451,1
47.45,203.22,52.74,2044,2.872,1
74.24,68.57,44.57,1924,0.18,1
146.52,303.51,51.17,1779,0.819,0
62.55,43.05,43.81,2209,1.884,1
98.75,331.49,48.39,2159,3.978,1
111.94,330.09,53.62,2033,2.779,1
119.75,339.92,42.06,2036,2.346,1
74.96,87.98,50.8,1876,0.957,1
58.67,177.8,51.18,2117,2.529,1
17.05,97.76,43.48,1988,1.227,1
35.6,145.87,45.17,2267,1.055,1
115.05,97.49,53.44,2071,1.777,1
29.3,57.61,47.25,2069,3.023,1
147.74,194.61,53.47,1994,1.931,0
33.79,291.8,46.2,2005,1.143,1
41.54,242.44,45.85,2401,2.2,1
48.78,16.14,48.2,2210,2.56,1
146.35,285.52,48.59,1958,1.269,0
19.8,304.41,52.39,2187,2.069,1
23.22,324.73,45.69,2165,2.232,1
6.96,313.25,53.07,1789,2.751,1
12.2,306.89,51.1,2028,1.442,1
146.64,292.69,48.41,1712,1.974,1
100.85,175.42,46.85,1804,0.432,1
137.09,276.43,49.91,2276,1.556,1
122.17,176.05,52.62,2012,1.668,1
46.74,216.43,55.99,2248,3.411,1
20.84,3.96,47.75,1726,1.596,1
43.97,141.48,49.52,1963,2.666,1
22.42,309.45,60.46,1914,2.367,0
55.79,256.33,50.23,2220,1.38,1
116.34,84.66,43.29,1688,1.396,0
71.78,96.71,36.26,1920,0.93,0
36.01,198.87,44.49,1925,2.961,1
0.79,331.63,49.75,1905,1.721,1
1.44,61.49,51.79,1971,3.2,1
49.27,190.04,52.71,1846,1.142,1
130.26,252.27,50.99,2150,1.237,0
140.02,355.12,56.39,2022,0.542,0
70.14,205.66,56.05,1824,0.788,1
111.06,318.28,48.66,2134,2.906,1
144.87,96.08,46.36,1937,2.291,1
47.69,11.83,54.2,1972,1.383,1
89.24,0.0,50.65,2311,2.545,1
38.24,216.62,48.4,1993,0.757,1
24.02,111.96,44.5,2008,1.478,1
11.83,200.22,49.75,1861,1.66,1
40.68,81.01,45.71,1768,1.117,1
91.42,12.94,47.63,1898,1.109,1
107.25,253.17,39.4,1802,2.088,1
51.59,105.99,51.79,1946,0.905,1
88.24,252.24,43.56,1993,2.479,1
83.86,170.4,48.1,1874,1.222,1
87.65,150.37,47.66,1722,1.595,1
67.02,122.72,50.4,2008,1.595,1
97.53,130.32,50.47,2135,2.758,1
100.1,85.25,45.99,1855,1.275,1
73.3,72.24,54.31,1837,1.934,1
0.34,311.63,47.83,1959,2.859,1
42.23,300.59,50.66,2244,1.806,1
20.8,106.68,56.84,2105,0.501,0
95.68,87.93,44.85,1761,1.056,1
135.04,61.93,45.66,1861,0.814,0
100.83,351.57,44.31,2041,2.292,1
84.28,224.05,49.56,2000,3.264,1
18.6,204.94,44.56,1682,1.966,1
7.33,62.69,51.6,2042,1.197,1
120.26,55.26,52.23,2019,2.781,1
64.93,67.12,43.73,2042,2.807,1
22.8,164.77,50.73,1794,0.927,1
13.82,238.31,46.72,1859,3.129,1
140.08,116.28,55.91,1872,3.487,1
89.74,112.47,47.15,2191,1.813,1
43.48,113.83,41.54,2054,1.167,1
127.36,120.96,46.71,1937,2.488,1
7.22,41.76,47.85,2102,2.243,1
131.69,166.13,43.27,1874,1.949,1
109.96,288.56,49.33,1980,2.775,1
98.63,35.41,52.64,2047,3.844,1
76.98,276.59,52.16,2316,1.191,1
15.89,346.66,44.05,2126,0.522,1
38.03,319.6,55.94,2245,0.639,1
5.51,14.97,52.26,2007,2.106,1
75.62,25.85,47.61,1950,1.006,0
6.89,153.83,52.87,2028,1.529,1
23.79,313.54,48.55,2106,3.283,1
148.7,196.87,49.04,2005,1.727,1
66.57,314.59,46.15,2073,1.308,1
41.5,169.73,57.58,1920,2.503,1
58.16,226.31,51.58,1767,3.504,1
59.6,15.21,49.89,1698,2.718,1
130.79,188.34,48.06,2204,0.939,1
138.29,121.92,52.76,1932,3.078,0
52.21,29.47,48.99,2021,2.963,1
41.3,123.16,54.43,2164,1.949,1
73.83,323.38,47.1,2129,2.938,1
125.92,128.81,43.6,1753,1.355,1
104.33,296.57,41.17,1951,2.604,1
101.44,101.84,53.77,2010,2.496,1
117.0,299.36,49.85,2178,2.019,1
99.19,210.83,51.0,2237,3.2,0
143.31,109.08,38.97,1903,1.142,0
0.02,229.64,55.45,1895,2.611,1
111.1,228.84,54.41,2051,1.497,1
3.04,126.83,48.76,2052,3.101,1
45.56,182.05,52.19,1685,2.582,1
32.07,52.75,59.96,1824,2.764,1
97.42,338.64,51.42,1832,2.683,1
22.26,221.44,43.05,2058,2.349,1
1.71,158.1,41.4,2047,1.027,1
107.1,264.94,49.68,2043,2.047,1
129.28,145.3,49.91,1927,1.259,1
6.89,34.47,57.79,2318,1.455,1
96.2,240.3,50.23,1820,1.907,1
67.95,328.22,49.06,2083,2.707,1
80.96,61.03,39.5,2041,2.453,1
85.66,218.16,54.66,2191,0.642,1
40.65,227.46,50.21,2096,1.889,0
65.83,228.08,53.89,2085,2.467,1
114.6,22.12,53.12,2153,2.623,1
61.5,148.21,54.33,1841,3.393,1
45.81,145.07,45.76,1897,1.616,1
105.56,16.18,49.96,2156,0.731,1
127.74,79.27,45.49,2126,1.475,0
95.97,228.75,50.6,1855,2.095,1
90.42,307.72,52.92,2259,1.757,1
84.01,243.64,35.32,1926,1.678,1
148.93,100.48,59.75,2138,2.863,1
142.46,50.23,46.38,1925,1.678,1
4.53,137.22,46.02,2245,3.055,1
113.94,94.22,51.9,2160,0.07,1
139.13,126.14,48.19,2066,2.384,1
107.46,210.45,50.52,1968,1.882,1
74.75,339.96,46.43,2103,2.038,1
76.36,139.18,42.92,2099,2.311,1
95.54,156.01,52.73,2052,2.22,1
44.45,322.2,43.22,2017,0.084,1
59.76,222.64,51.88,2028,1.879,1
146.62,328.4,54.54,2058,0.845,0
100.33,197.99,53.39,1975,0.468,1
21.03,208.06,47.99,1872,1.424,1
113.85,144.69,44.78,1847,1.459,1
48.36,237.64,41.37,2114,2.223,1
115.89,8.84,41.31,1889,0.0,1
31.58,93.08,41.56,2078,2.648,1
119.46,214.86,59.16,2142,0.514,1
87.65,249.66,41.28,2109,1.905,1
41.59,197.97,56.82,2193,0.949,1
87.39,349.57,56.81,2146,3.832,1
34.15,152.72,48.8,2095,3.533,1
129.31,307.38,42.64,2145,3.314,1
147.99,114.6,45.81,2422,1.578,0
77.18,338.85,47.22,1972,0.271,1
142.63,0.28,54.43,1951,2.113,1
137.44,55.07,55.62,2254,2.343,1
77.61,183.46,50.23,1896,2.089,1
30.09,307.94,43.65,1933,2.571,1
118.27,19.76,48.23,1974,0.544,0
10.3,356.08,52.99,2011,1.206,1
51.62,270.54,44.91,1981,2.058,1
124.21,330.72,44.9,1962,2.474,1
25.52,269.68,48.75,2065,2.146,1
123.96,333.87,51.0,1924,1.598,1
124.01,316.25,49.77,1793,1.532,1
148.57,344.37,49.81,1760,1.359,1
120.76,350.9,55.92,1803,0.925,1
29.36,273.57,51.17,2037,2.863,1
82.2,94.04,40.85,2297,0.508,1
88.04,127.87,48.58,2033,1.063,1
101.68,336.35,40.91,2012,1.785,1
5.28,272.28,53.31,2177,2.033,1
0.6,218.52,45.35,2047,1.742,1
141.42,13.15,51.3,2055,1.56,0
80.94,305.02,54.61,1537,1.19,1
140.13,198.12,47.02,1974,1.933,1
33.56,320.13,43.32,1828,2.304,0
123.67,171.74,52.5,2041,2.084,1
98.05,153.93,50.95,2486,1.765,0
129.39,0.66,47.06,1732,1.409,1
79.44,293.47,46.11,2167,2.314,1
94.54,210.97,47.02,1820,2.49,1
54.42,112.27,53.28,1848,1.116,0
11.15,252.88,55.3,2260,1.921,1
82.34,43.48,53.3,1982,1.28,1
1.83,356.47,45.64,2012,2.863,1
64.82,80.11,48.95,1821,1.704,1
69.04,238.46,53.47,1933,1.772,1
19.32,348.21,50.56,2039,1.421,1
84.07,298.92,48.84,2052,1.663,1
134.92,317.62,54.41,1826,2.053,1
57.21,151.66,45.04,1746,2.688,1
108.52,267.29,56.17,2071,0.964,0
118.2,110.58,46.81,1810,2.668,1
91.29,10.36,54.09,1889,1.79,1
32.47,64.14,54.88,1808,2.896,1
1.42,226.71,50.65,1859,1.966,1
113.16,288.05,49.49,1915,2.863,1
147.35,349.66,57.3,2148,1.609,0
144.86,283.14,55.27,1887,2.054,0
79.49,327.76,54.68,1850,1.999,1
30.07,237.23,41.22,2043,1.907,1
149.04,324.61,45.88,1972,2.572,0
121.47,213.34,53.94,1754,2.901,1
121.77,152.53,47.02,2220,1.312,1
10.29,125.87,46.16,1877,1.297,1
125.92,153.49,50.74,1917,2.384,1
45.32,48.34,43.31,2150,1.263,1
106.7,359.87,52.44,1909,0.763,1
58.99,293.33,42.13,1614,2.303,1
133.91,167.2,52.29,1892,1.624,1
93.4,288.89,48.48,2007,2.65,1
2.34,203.23,52.08,1705,0.872,1
47.7,64.05,53.24,1930,4.12,1
44.2,285.62,45.75,2106,3.398,1
111.15,343.54,60.78,1663,1.73,1
47.57,46.64,48.56,2047,1.76,0
115.78,322.35,49.89,2193,1.527,1
95.51,38.82,51.37,1960,3.183,1
115.75,285.93,51.44,2110,2.376,1
132.76,254.5,51.81,1776,2.045,1
100.38,260.72,53.85,2044,0.358,1
7.91,40.05,43.79,2097,1.055,1
30.52,205.16,51.66,1950,1.634,0
84.51,187.21,52.21,1899,1.462,1
9.62,1.35,47.61,1952,3.487,1
44.01,212.49,47.93,2042,1.327,1
78.84,27.46,53.86,1980,1.449,1
113.05,48.26,49.73,1992,2.185,1
111.42,281.87,54.08,1963,2.265,1
140.52,117.92,53.13,1925,2.8,1
131.85,87.21,54.68,2024,2.329,1
133.75,103.22,49.83,1946,2.119,1
123.12,101.13,46.93,1990,1.26,1
67.76,31.06,50.96,2176,2.612,1
6.29,219.1,50.9,2030,2.908,1
38.83,7.66,47.01,2006,1.999,1
41.33,199.56,44.32,1780,1.651,1
68.3,237.86,44.88,2124,1.839,1
49.17,337.3,48.22,1978,1.645,1
31.38,211.53,55.94,2007,3.822,1
90.22,341.61,48.19,2125,0.706,1
24.01,343.15,51.47,1906,1.697,1
73.6,10.43,50.15,1782,2.677,1
92.18,116.5,55.23,2214,0.809,1
69.17,78.26,49.23,1921,1.602,1
131.68,101.6,49.11,1764,1.316,1
105.15,204.53,57.33,2053,2.356,1
48.2,148.0,48.34,1957,1.069,1
141.83,81.65,58.59,1996,2.147,0
139.1,236.52,55.21,1915,0.421,1
92.34,198.82,53.64,2028,2.263,1
106.06,175.85,48.59,2104,1.435,1
96.8,93.91,42.34,1854,0.632,1
67.33,56.93,58.78,1953,1.735,1
99.49,338.66,49.81,2050,3.087,1
114.51,163.05,52.72,1988,1.606,1
104.5,190.0,51.68,2147,1.148,1
77.87,149.82,48.94,1934,2.396,1
99.59,1.35,44.62,2071,2.648,1
99.7,174.52,46.99,1945,0.023,1
100.13,113.73,45.39,1841,2.167,1
10.51,146.82,51.03,1780,1.754,1
33.54,235.2,47.89,2083,3.317,1
92.92,170.46,47.36,1934,0.849,1
42.59,257.6,47.73,1848,2.552,1
30.78,208.66,50.97,2063,1.55,1
114.97,358.65,44.95,2235,2.293,1
96.52,301.05,45.7,2023,1.537,1
77.49,132.75,49.1,1949,0.853,1
14.03,265.61,51.5,1939,1.631,1
22.3,101.4,39.77,2046,1.634,0
142.12,41.43,54.44,1922,2.002,0
37.46,192.81,47.29,1949,1.713,1
30.48,213.61,47.07,2272,1.602,1
95.81,83.2,48.54,2086,2.041,1
23.16,303.95,48.35,1973,1.609,1
31.58,238.13,50.28,2017,3.027,1
29.02,311.98,52.38,2094,2.031,1
138.27,193.09,51.12,1946,2.642,1
31.24,26.3,59.35,1906,2.475,1
6.1,6.78,47.49,2133,1.488,1
37.94,175.15,53.55,1907,0.843,1
115.46,52.21,47.99,1799,1.484,1
26.52,95.96,60.75,1799,1.808,1
97.82,46.71,53.8,2115,3.186,1
7.36,340.22,50.73,2199,1.586,1
38.65,181.66,46.61,2170,1.617,1
86.86,0.65,53.25,1972,1.97,1
27.77,73.53,55.06,1849,2.371,1
144.62,96.9,53.52,2362,3.092,0
134.45,169.93,44.22,2202,0.502,1
127.55,336.05,55.18,2030,1.095,1
80.75,203.57,50.83,2010,2.477,1
112.42,225.14,62.94,2141,2.901,1
53.8,192.08,51.42,2121,2.743,1
39.2,171.07,52.91,1928,0.742,1
39.52,353.79,56.31,1939,2.036,1
44.52,331.08,43.06,1967,1.907,1
71.06,199.83,50.12,2118,1.372,1
143.06,47.97,48.73,2114,2.522,0
116.95,166.05,54.09,2080,2.127,1
53.93,340.92,39.39,1774,0.615,1
99.2,9.57,51.87,2170,2.87,1
48.05,292.35,46.42,2135,2.872,1
67.98,79.99,50.99,2202,2.373,1
16.02,296.88,51.95,1921,2.307,1
23.86,91.03,42.92,1876,1.078,1
110.68,47.83,53.0,2030,2.561,1
14.05,155.0,41.07,2132,2.225,1
123.13,215.13,53.66,2178,0.115,1
4.25,332.67,48.38,2013,1.639,1
13.53,241.41,51.41,2226,2.881,1
9.35,158.48,48.42,2044,2.828,1
95.37,156.08,47.89,2104,2.425,1
130.01,14.61,51.57,1857,1.203,1
25.59,42.34,55.38,2167,1.167,1
58.92,142.24,48.72,2283,1.238,1
78.81,234.81,44.6,2217,0.918,1
39.16,51.44,38.87,2014,1.114,1
35.93,164.9,53.99,2316,1.619,1
66.6,255.22,52.34,2039,1.816,1
55.98,250.68,51.3,2026,1.483,1
24.39,183.18,53.41,2144,1.564,1
80.32,306.83,48.03,2183,2.226,1
64.91,165.18,52.16,2322,1.22,1
51.71,269.77,51.6,2013,0.785,1
101.03,119.06,52.58,1899,3.684,1
29.61,333.81,48.94,2012,0.989,1
58.25,165.23,48.58,1909,0.973,1
112.11,87.41,48.05,1963,2.412,0
123.28,156.98,60.36,1944,0.455,1
136.55,258.43,48.05,2087,2.039,0
47.47,198.28,41.64,2059,1.793,1
97.73,43.98,41.28,1999,0.033,1
66.35,302.53,49.04,1920,2.314,1
145.93,248.02,46.76,2135,1.404,1
62.64,340.6,49.31,1740,2.358,1
136.66,221.98,57.06,2084,1.834,0
120.93,37.54,52.22,1836,2.647,1
41.86,2.52,45.85,1838,2.05,1
51.35,299.16,41.95,1763,0.789,1
17.09,243.6,56.99,2136,3.055,1
145.52,145.39,46.13,2130,0.272,0
131.25,181.59,52.53,2034,2.522,1
145.57,0.99,47.5,2155,2.218,0
65.97,331.11,48.9,1725,2.424,1
0.95,251.62,51.41,1980,0.783,1
90.93,269.17,47.15,2046,2.15,0
89.42,27.68,50.95,2108,1.192,1
64.95,185.54,49.65,1850,2.431,1
23.13,83.79,61.41,2133,1.923,1
103.49,190.86,43.54,1976,1.493,1
38.53,77.19,58.08,1837,2.671,1
149.22,85.29,46.89,1800,2.255,1
36.08,323.78,50.81,2078,2.372,1
136.81,310.56,63.1,1810,2.408,1
13.1,33.01,52.01,2027,2.927,1
60.07,92.44,47.56,1847,2.104,1
9.07,265.62,47.52,2132,4.584,1
122.22,117.84,47.38,1950,2.784,0
18.63,56.84,43.11,2174,3.71,1
89.45,12.18,49.02,1834,1.064,1
47.66,221.9,45.2,1895,1.009,1
121.85,14.02,43.83,2186,3.013,1
73.45,145.14,59.74,1930,1.334,1
5.99,95.4,43.77,1982,0.971,1
76.05,223.82,47.24,2102,1.723,1
92.0,320.56,52.77,2199,1.542,1
103.37,252.95,47.35,1737,2.33,1
145.79,244.55,51.98,1980,1.843,1
106.18,179.5,51.55,1670,2.944,1
105.48,147.64,55.73,1679,3.078,1
47.42,29.65,48.21,1901,1.46,1
100.73,187.55,52.46,2299,0.338,1
8.97,79.92,48.43,1628,1.578,1
82.57,20.29,47.41,1987,1.933,1
83.79,78.82,46.17,2036,2.794,0
147.41,61.84,50.12,1882,1.308,0
130.96,308.71,57.63,2017,1.571,1
57.51,296.87,59.34,2021,1.593,1
1.08,166.06,54.82,1846,1.788,1
148.55,164.37,53.04,1888,2.153,0
128.25,135.23,47.82,1881,1.483,1
71.71,271.42,51.07,2161,2.532,1
138.06,156.56,53.12,1958,1.933,1
32.14,220.97,53.39,2006,2.152,1
56.26,262.75,48.56,1861,1.617,1
14.62,238.0,42.84,1850,3.229,1
118.33,326.62,44.16,2257,1.744,1
59.25,142.87,47.12,1959,0.702,1
125.21,115.44,61.02,2062,1.948,1
89.59,291.17,52.77,2111,2.123,1
51.08,157.24,46.17,2023,2.639,0
93.37,58.18,45.64,2121,3.425,1
34.34,208.63,50.47,1870,3.626,1
90.19,159.77,52.07,1981,2.707,1
95.34,359.31,39.61,2099,1.597,1
95.1,45.1,52.62,1834,0.712,1
21.11,177.33,41.52,1737,2.46,1
73.25,199.99,45.06,2084,0.966,1
68.07,261.83,45.11,2193,1.605,1
37.78,101.35,48.78,1966,3.421,1
131.25,218.53,43.87,2062,2.85,1
123.0,265.43,44.45,2091,1.83,1
137.32,287.86,55.78,2018,1.13,1
114.66,87.81,48.46,1900,1.595,1
1.33,235.88,54.59,2013,0.652,1
